"New Contractor Licenses - File created: Nov 28, 2018 - 1618 Records"
"License No","Business Name","Doing Business As","Address","Address 2","City","State","Zip","Qualifying Party","Class","Class Detail","Issued Date","Expiration Date","Status"
"322610","Granite Dells Air Balancing LLC"," ","18330 N 79th Ave Apt 1010"," ","Glendale","AZ","85308","John Raymon Roberts","CR-58","","2018-11-14","2020-11-30","Active"
"322611","M and H LLC"," ","3776 N Valley View Dr"," ","Prescott Valley","AZ","86314","Brian K Woolstenhulme","B","","2018-11-14","2020-11-30","Active"
"322612","JRP Construction Services Inc"," ","6628 W Desert Vista Trl"," ","Phoenix","AZ","85083","James Robert Petrie","KB-1","","2018-11-14","2020-11-30","Active"
"322613","Magnolia Home Builder PLLC"," ","13794 W Waddell Rd Ste 203-190"," ","Surprise","AZ","85379","Zachary William Miller","B","","2018-11-14","2020-11-30","Active"
"322614","K & I Construction LLC"," ","803 E Palmaire Ave"," ","Phoenix","AZ","85020","David Scott Kowaleski","KB-2","","2018-11-14","2020-11-30","Active"
"322615","National Salvage & Service Corporation"," ","PO Box 300"," ","Clear Creek","IN","47426","Victoria E Schopp","B-1","","2018-11-14","2020-11-30","Active"
"322616","Babuca Enterprises LLC"," Goldwire Communications","1332 W Calle Rio Seco"," ","Tucson","AZ","85714","Rafael V Babuca","CR-2","","2018-11-14","2020-11-30","Active"
"322617","AR Custom Landscape LLC"," ","2026 The Woods Dr"," ","Phoenix","AZ","85029","Alejandro Rodriguez Martinez","CR-14","","2018-11-14","2020-11-30","Active"
"322618","AR Custom Landscape LLC"," ","2026 The Woods Dr"," ","Phoenix","AZ","85029","Alejandro Rodriguez Martinez","CR-21","","2018-11-14","2020-11-30","Active"
"322619","Brandon Laird Moffett"," Eastern Striping","PO Box 27445"," ","Prescott Valley","AZ","86312","Brandon Laird Moffett","A-15","","2018-11-15","2020-11-30","Active"
"322620","Stoneway Custom Concrete LLC"," ","3764 E Oasis Cir"," ","Mesa","AZ","85215","Jeffery Aaron Frink","CR-9","","2018-11-15","2020-11-30","Active"
"322621","Bruce Allen Sylvester","Sylvester Construction , Sylvester Construction","1701 E Colter St Unit 426"," ","Phoenix","AZ","85016","Bruce Allen Sylvester","B","","2018-11-15","2020-11-30","Active"
"322622","Champion Flooring LLC"," ","1644 S Williams"," ","Mesa","AZ","85204","Thomas Jackson Arnold","CR-8","","2018-11-15","2020-11-30","Active"
"322623","Yuma Fast Air Inc"," One Hour Air Conditioning & Heating - Yuma AZ, One Hour Air Conditioning & Heating-Yuma, AZ","1102 E 21st St Ste A"," ","Yuma","AZ","85365","Matthew Brian Aycock","CR-37","","2018-11-15","2020-11-30","Active"
"322624","Hometown Restoration LLC"," ","217 N 1st St East"," ","Snowflake","AZ","85937","Brad Alan Flake","KB-2","","2018-11-15","2020-11-30","Active"
"322625","Jeffery Bryan Burgess"," Blue Sky Construction, Blue Sky Construction",""," ","Fort Mohave","AZ","86427","Jeffery Bryan Burgess","CR-61","","2018-11-15","2020-11-30","Active"
"322626","Hatherton Building Company LLC"," ","2442 N Eastwood Way"," ","Mesa","AZ","85215","Brandon Hatherton Alsop","B","","2018-11-15","2020-11-30","Active"
"322627","Covenant Painting LLC"," ","3288 E Hogan Cir"," ","Cottonwood","AZ","86326","Jeffery Dean Bulman","CR-34","","2018-11-15","2020-11-30","Active"
"322628","Southern Arizona Pools LLC"," ","3138 N Freeway Industrial Loop, #100"," ","Tucson","AZ","85719","Robert James Padilla","KA","","2018-11-15","2020-11-30","Active"
"322629","McMillan Brothers Painting & Roofing LLC"," ","2030 E Geronimo St"," ","Chandler","AZ","85225","James Moore Mc Millan Jr","CR-34","","2018-11-15","2020-11-30","Active"
"322630","McMillan Brothers Painting & Roofing LLC"," ","2030 E Geronimo St"," ","Chandler","AZ","85225","James Moore Mc Millan Jr","CR-42","","2018-11-15","2020-11-30","Active"
"322631","Arizona Building Contractors LLC"," ","2231 W Diamond St Ste 1 85705"," ","Tucson","AZ","85705","Daniel Rex Gullick","CR-11","","2018-11-15","2020-11-30","Active"
"322632","Sunset Drywall & Home Improvements LLC"," ","3437 N Treasure Dr"," ","Prescott Valley","AZ","86314","Rafael Zepeda","CR-10","","2018-11-15","2020-11-30","Active"
"322633","Humble AC and Heating Service LLC"," ","14957 N 159th Dr"," ","Surprise","AZ","85379","Marty Keith Zimmer","CR-39","","2018-11-15","2020-11-30","Active"
"322634","Todd Anthony Pilakowski"," Oak Creek Audio","24 Quail  Run"," ","Sedona","AZ","86336","Todd Anthony Pilakowski","CR-67","","2018-11-15","2020-11-30","Active"
"322635","Blueprint Building Services, LLC"," ","9925 N Crook Ln"," ","Tucson","AZ","85742","Michael Thomas Sondgeroth","B","","2018-11-15","2020-11-30","Active"
"322636","Yuma Electric Service LLC"," ","PO Box 25722"," ","Yuma","AZ","85367","Jeffrey Allen Stoner","CR-11","","2018-11-15","2020-11-30","Active"
"322637","Daniel Edward Lowinger"," Lowinger Construction","49374 Mojave Dr"," ","Morongo Valley","CA","92256","Daniel Edward Lowinger","KB-1","","2018-11-15","2020-11-30","Active"
"322638","Red Bear Construction LLC"," ","4018 E Decatur St"," ","Mesa","AZ","85205","Dalton Paul Hughes","KB-2","","2018-11-16","2020-11-30","Active"
"322639","Bravado Pools and Landscape LLC"," ","2337 N Acacia Circle"," ","Mesa","AZ","85213","Brian D Walters","B-4","","2018-11-16","2020-11-30","Active"
"322640","MEQ Construction Management LLC"," ","3204 W Cloud Rd"," ","Phoenix","AZ","85086","Jeremy Kelly Webster","A-17","","2018-11-16","2020-11-30","Active"
"322641","Total Services LLC"," ","6729 W Crest Ln"," ","Glendale","AZ","85310","Nels Gerard Rima","KB-1","","2018-11-16","2020-11-30","Active"
"322642","Brent Charles Galbreth"," TEK Electric","4404 Rib Mountain Dr. #295"," ","Wausau","WI","54401","Brent Charles Galbreth","C-11","","2018-11-16","2020-11-30","Active"
"322643","Tres Hombres Enterprises Inc."," San Juan Contracting","395 W Pheasant Run Cir"," ","Camp Verde","AZ","86322","John David McNelly","KB-1","","2018-11-16","2020-11-30","Active"
"322644","HC3 Contractors LLC"," ","10304 E Pantera Ave"," ","Mesa","AZ","85212","Joshua Matthew Hough","CR-61","","2018-11-16","2020-11-30","Active"
"322645","KC Krew LLC"," ","750 W Baseline Rd Apt 1019"," ","Tempe","AZ","85283","Crystal Perla Inzunza","KB-2","","2018-11-16","2020-11-30","Active"
"322646","Arroyo Vista Landscape & Design LLC"," ","50100 W Jennifer Rd"," ","Maricopa","AZ","85139","Daniel Calvin Dawn","CR-21","","2018-11-16","2020-11-30","Active"
"322647","Dan's My Handyman Service Inc"," ","85 W Combs Rd Ste 101-294"," ","San Tan Valley","AZ","85140","Daniel Frederick Heldt","R-61","","2018-11-16","2020-11-30","Active"
"322648","Freedom Restoration LLC"," Super Pools","6932 E Pearl St"," ","Mesa","AZ","85207","Dustin Wade Bradford","B-5","","2018-11-16","2020-11-30","Active"
"322649","Virtus Communications LLC"," ","14647 S 50th St Ste 185"," ","Phoenix","AZ","85044","John Robert Field","CR-11","","2018-11-16","2020-11-30","Active"
"322650","Independence Steel and Rigging LLC"," ","PO Box 305"," ","Pima","AZ","85543","Nickolas James DeRusha","A-11","","2018-11-16","2020-11-30","Active"
"322651","I'm Gonna Fix It LLC"," ","12648 N 22nd Pl"," ","Phoenix","AZ","85022","Kyle Edward Wright","KB-2","","2018-11-16","2020-11-30","Active"
"322652","Sunfinity Solar - AZ LLC"," ","1430 Blue Oaks Blvd Ste 220"," ","Roseville","CA","95747","Brady Iverson Gurr","CR-11","","2018-11-16","2020-11-30","Active"
"322653","Gray's Air Conditioning Inc"," ","4214 W Greenway Rd"," ","Phoenix","AZ","85053","Derrick Scott Gray","CR-42","","2018-11-18","2020-11-30","Active"
"322654","Desert Sun Electrical Services LLC"," ","9233 E Neville Ave, #1106"," ","Mesa","AZ","85209","Joseph Edward Mooney","CR-11","","2018-11-18","2020-11-30","Active"
"322655","Centerboard Design Build LLC"," ","2209 E Hawthorne St"," ","Tucson","AZ","85719","Thomas F Dolan","B","","2018-11-18","2020-11-30","Active"
"322656","Nationwide Commercial Contracting Solutions LLC"," ","301 Union St"," ","Milton","DE","19968","Matthew James Riehle","B-1","","2018-11-18","2020-11-30","Active"
"322657","Clint Andersen Concrete LLC"," ","PO Box 3440"," ","Gilbert","AZ","85299","Clinton Joe Andersen Sr","CR-9","","2018-11-18","2020-11-30","Active"
"322658","Landmark Roofing LLC"," ","15846 N 74th Ave"," ","Peoria","AZ","85382","Alex James Carnes","CR-42","","2018-11-18","2020-11-30","Active"
"322659","JLS General Contracting LLC","AMGC Company , AMGC Company","8275 E Bell Rd #1138"," ","Scottsdale","AZ","85260","Charles Anthony Joyce","KB-2","","2018-11-18","2020-11-30","Active"
"322660","GenPro Energy Solutions LLC"," ","PO Box 30"," ","Piedmont","SD","57769","Jeremy Stuve Anderson","CR-11","","2018-11-20","2020-11-30","Active"
"322661","Safeguard Services of AZ LLC"," ","7313 E Claremont St"," ","Scottsdale","AZ","85250","Marc Patrick Weber","KB-2","","2018-11-20","2020-11-30","Active"
"322662","Remodeling Consultants of Arizona LLC"," ","1402 E Kerry Ln"," ","Phoenix","AZ","85024","Webster George McHardy","B","","2018-11-20","2020-11-30","Active"
"322663","Frio Heating & Cooling LLC"," ",""," ","Phoenix","AZ","85051","Marcos Antonio Plascencia","R-39R","","2018-11-20","2020-11-30","Active"
"322664","Kenneth Randall Melvin"," Melvin And Sons Builders","1052 S Cochise Cir"," ","Mesa","AZ","85204","Kenneth Randall Melvin","CR-61","","2018-11-20","2020-11-30","Active"
"322665","Superstition Carpentry MF LLC"," ","14614 N Kierland Blvd #129"," ","Scottsdale","AZ","85254","Vincent James Palazzolo","KB-1","","2018-11-20","2020-11-30","Active"
"322666","Superstition Carpentry LLC"," ","14614 N Kierland Blvd #120"," ","Scottsdale","AZ","85254","Vincent James Palazzolo","KB-1","","2018-11-20","2020-11-30","Active"
"322667","JCR Flooring LLC"," ","3745 W Missouri Ave"," ","Phoenix","AZ","85019","Karla P Ruiz Portillo","CR-8","","2018-11-20","2020-11-30","Active"
"322668","Interwest Wood Design Inc"," ","728 Grangeville Salmon Rd"," ","Grangeville","ID","83530","Kirk D Newson","C-60","","2018-11-20","2020-11-30","Active"
"322669","J&M Landscaping Services LLC"," ","1712 1st Ave"," ","Mesa","AZ","85204","Marisol Escalona Mimila","CR-21","","2018-11-20","2020-11-30","Active"
"322670","Scottsdale Home Maintenance LLC"," ","9375 E Shea Blvd Ste 100"," ","Scottsdale","AZ","85260","Michael M Ricard","R-62","","2018-11-20","2020-11-30","Active"
"322671","GP Plumbing LLC"," ","2340 E Omega Dr"," ","San Tan Valley","AZ","85143","Matthew David Gitlin","CR-37","","2018-11-20","2020-11-30","Active"
"322672","Covenant Cabinets LLC"," ","9002 W Osborn Rd"," ","Phoenix","AZ","85037","Victor Alan Gonzales","CR-60","","2018-11-20","2020-11-30","Active"
"322673","R & R Fiber Underground LLC"," ","7688 W Vermont Ave"," ","Glendale","AZ","85303","Elide Alejandra Gonzalez","A","","2018-11-20","2020-11-30","Active"
"322674","Hualapai Mountain Air LTD"," ","3259 Karen Ave"," ","Kingman","AZ","86401","Anthony John Castillo","CR-39","","2018-11-20","2020-11-30","Active"
"322675","DS Design LLC"," ","3150 E Beardsley Rd Unit 1107"," ","Phoenix","AZ","85050","Denis Pehlic","CR-8","","2018-11-20","2020-11-30","Active"
"322676","Tule Construction LLC"," ","10422 W Flower St"," ","Avondale","AZ","85392-4402","Eloy Salayandia","KB-2","","2018-11-20","2020-11-30","Active"
"322677","BrandSafway Solutions LLC"," ","201 Estes Dr"," ","Longview","TX","75602","Paul Bernard Guadagnin","CR-17","","2018-11-20","2020-11-30","Active"
"322678","Glenn William Hower"," Hower Construction Co","10250 E Mountain View Rd Apt 157"," ","Scottsdale","AZ","85258","Glenn Hower","KB-1","","2018-11-21","2020-11-30","Active"
"322679","ADT Construction LLC"," ","10532 W Avalon Dr"," ","Avondale","AZ","85392","Rodolfo Franco","CR-2","","2018-11-21","2020-11-30","Active"
"322680","William Homer Watkins Jr"," Historic Restoration, Historic Restoration","3640 N Skylark Rd"," ","Kingman","AZ","86409","William Homer Watkins Jr","KB-2","","2018-11-21","2020-11-30","Active"
"322681","Lau Homes LLC"," ","11035 N Garland Cir"," ","Fountain Hills","AZ","85268","Elizabeth Jiang Lau","B","","2018-11-21","2020-11-30","Active"
"322682","Justice AV Solutions Inc"," ","13020 Middletown Industrial Blvd"," ","Louisville","KY","40223","Timothy Joseph Kiefer","C-67","","2018-11-21","2020-11-30","Active"
"322683","Roger Dean Buttrum"," RDB Construction, RB Electric, R D B Construction","PO Box 86627"," ","Phoenix","AZ","85080","Roger Dean Buttrum","C-11","","2018-11-21","2020-11-30","Active"
"322684","Waco LLC"," ","2233 E Washington St"," ","Phoenix","AZ","85034","Ryan Riggs","KA","","2018-11-21","2020-11-30","Active"
"322685","Gabriel Santa Cruz","Santa Cruz Contractors , Santa Cruz Contractors","45679 W Dutchman Dr"," ","Maricopa","AZ","85139","Gabriel Santa Cruz","KB-2","","2018-11-21","2020-11-30","Active"
"322686","Design and Production Incorporated"," ","7110 Rainwater Pl"," ","Lorton","VA","22079","Phillip A Stocks","C-60","","2018-11-21","2020-11-30","Active"
"322687","J & R LAM Construction LLC"," ","3515 W Oakland St"," ","Chandler","AZ","85226","Dan Tran Ha","B-1","","2018-11-21","2020-11-30","Active"
"322688","Clayton E Wright"," Boomswag Blinds, Boomswag Blinds","7047 E Lantern Ln W"," ","Prescott Valley","AZ","86314","Clayton E Wright","CR-65","","2018-11-21","2020-11-30","Active"
"322689","Clayton E Wright"," Boomswag Blinds, Boomswag Blinds","7047 E Lantern Ln W"," ","Prescott Valley","AZ","86314","Clayton E Wright","CR-3","","2018-11-21","2020-11-30","Active"
"322690","GW Communication Solutions LLC"," ","2010 Renaissance Blvd"," ","King Of Prussia","PA","19406","James Davis McWhorter IV","C-67","","2018-11-21","2020-11-30","Active"
"322691","Valley Roofing Company LLC"," ","18226 N 65th Ave"," ","Glendale","AZ","85308","James Dale Smith","KB-1","","2018-11-21","2020-11-30","Active"
"322692","Kenneth Jay Stewart"," Stewart Country Cabins","Po Box 172"," ","Heber","AZ","85928","Kenneth Jay Stewart","B","","2018-11-21","2020-11-30","Active"
"322693","American Elite Custom Home Inc."," ","16950 E Roadrunner Rd"," ","Mayer","AZ","86333","Paul Eugene Davis","KB-2","","2018-11-21","2020-11-30","Active"
"322694","C T R Custom Copper LLC"," ","444 E Ivy St"," ","Mesa","AZ","85203","Christopher Todd Russo","R-37R","","2018-11-23","2020-11-30","Active"
"322695","Azcal Electric LLC"," ","1518 E Greentree Dr"," ","Tempe","AZ","85284","Michael David Edmonds","R-11","","2018-11-23","2020-11-30","Active"
"322696","Drake Plumbing Contractors LLC"," ","2508 S 257th Ave"," ","Buckeye","AZ","85326","Steven Douglas Nevitt","CR-37","","2018-11-23","2020-11-30","Active"
"322697","Create Interior Design Concepts LLC"," ","3834 E Shaw Butte Dr"," ","Phoenix","AZ","85028","Matthew Louis Scott","CR-61","","2018-11-23","2020-11-30","Active"
"322698","Whittemore Electrical Services LLC"," ","4618 Gates Dr"," ","Bismarck","ND","58503","David Lyle Whittemore","CR-11","","2018-11-23","2020-11-30","Active"
"322699","Retrofit Technology Inc"," ","3351 S Riverside Ave"," ","Bloomington","CA","92316","Anthony Charles Grano","C-39","","2018-11-23","2020-11-30","Active"
"322700","Georgia Silvana Mason"," Arizona Asphalt Specialists","237 Town Ctr W, #Unit 328"," ","Santa Maria","CA","93458","Georgia Silvana Mason","CR-69","","2018-11-23","2020-11-30","Active"
"322701","CT Decorative Finishes LLC"," ","7205 E Natal Ave"," ","Mesa","AZ","85209-7203","Chase William Tueller","CR-34","","2018-11-23","2020-11-30","Active"
"322702","Apex Eifs LLC"," ","5336 W Eva St"," ","Glendale","AZ","85032","Alfredo Verdugo-Amaya","CR-36","","2018-11-23","2020-11-30","Active"
"322703","Armadillo LLC"," ","12510 E Via De Arboles"," ","Chandler","AZ","85249","Rebecca Susan Fulton","CR-45","","2018-11-23","2020-11-30","Active"
"322704","ACI Concrete LLC"," ","7220 S Mesquite Dr"," ","Mohave Valley","AZ","86440-9145","Andy Martin Iler","CR-9","","2018-11-23","2020-11-30","Active"
"322705","Hardrives LLC"," ","301 Thelma Dr"," ","Casper","WY","82609","Thomas Matthew Carroll","CR-69","","2018-11-23","2020-11-30","Active"
"322706","C&S Development Services LLC"," ","1704 Santa Fe Suite 100"," ","Weatherford","TX","76086","Kevin Ray Cleveland","B-1","","2018-11-23","2020-11-30","Active"
"322707","RCC Refrigeration Inc"," ","9330 W McDowell Rd Apt 2095"," ","Phoenix","AZ","85037","William Chavez Valenzuela","C-49","","2018-11-23","2020-11-30","Active"
"322708","Stodghill Excavating Inc"," ","Po Box 981"," ","Pine","AZ","85544","Stanley Wayne Stodghill","R-2","","2018-11-23","2020-11-30","Active"
"322709","D4 Construction Services LLC"," ","4121 Main St"," ","Rowlett","TX","75088","Michael Cosmas Donnelly","B-1","","2018-11-23","2020-11-30","Active"
"322710","Craig John Burroughs"," C & H Const.","2610 N Hohokam Dr"," ","Chino Valley","AZ","86323","Craig John Burroughs","KB-2","","2018-11-23","2020-11-30","Active"
"322711","GK2 Floor Prep LLC"," ","5448 W Lane Ave"," ","Glendale","AZ","85301","Jose Luis Gonzalez Vasquez","CR-48","","2018-11-23","2020-11-30","Active"
"322712","Sunshine Irrigation & Light Inc"," ","6358 W Louise Dr"," ","Glendale","AZ","85310-4242","Jonathan Edwin Anderson","CR-21","","2018-11-23","2020-11-30","Active"
"322713","Communities Southwest LDC LLC"," ","7001 N Scottsdale Rd Suite 1015"," ","Scottsdale","AZ","85253","Robert E Olive","KA","","2018-11-23","2020-11-30","Active"
"322714","Montgomery Electric LLC"," ","14443 W Boca Raton Rd"," ","Surprise","AZ","85379","Louis Robert Montgomery","CR-11","","2018-11-23","2020-11-30","Active"
"322715","Robert William Black III","Serenity Fire Protection , Serenity Fire Protection","30252 Pacific Island Dr"," ","Laguna Niguel","CA","92677","Robert William Black III","CR-16","","2018-11-23","2020-11-30","Active"
"322716","GMR Tile LLC"," ","5823 N 63rd Ave"," ","Glendale","AZ","85301-5741","Gary Antonio Reyes","CR-48","","2018-11-23","2020-11-30","Active"
"322717","RD Designs LLC"," ","37607 N 22nd St"," ","Phoenix","AZ","85086","Rachael Nicole Patullo","B","","2018-11-23","2020-11-30","Active"
"322718","Prime Communications Inc A Corporation of Nebraska (FN)"," ","PO Box 131"," ","Elkhorn","NE","68022","Edward C Wagner","C-67","","2018-11-23","2020-11-30","Active"
"322719","Dr. Carpenter Building & Remodeling LLC"," ","5551 S White Mountain Rd Unit 2 Box 145"," ","Show Low","AZ","85901","Phillip Horton","KB-2","","2018-11-23","2020-11-30","Active"
"322720","Pima Tile And Stone LLC"," ","1600 N Wilmot Rd Unit 319"," ","Tucson","AZ","85712","Kenneth Gerald Sidwell","CR-48","","2018-11-23","2020-11-30","Active"
"322721","B.A.C.H. Land Development LLC"," ","625 W Southern Ave"," ","Mesa","AZ","85210","William Bushkie","KB-2","","2018-11-24","2020-11-30","Active"
"322722","Ted Alan Stodder"," ","5316 E. Gray Wolf Trl"," ","Cave Creek","AZ","85331","Ted Alan Stodder","KB-2","","2018-11-24","2020-11-30","Active"
"322723","SJ Builders LLC"," ","P O Box 7448"," ","Mesa","AZ","85216","Steven Jeppesen","B-3","","2018-11-24","2020-11-30","Active"
